"Title","Tour Destination"
"Hotel in Peru","Peru,,Amazon Basin,Arequipa,Cajamarca,Cuzco,Huaraz Region,Lake Titicaca,Lima,,Ayacucho,Church of San Francisco,Coricancha Inca Ruins,Machu Picchu,Marcahuasi,Museo de la Nacion (National Museum),Museo de Oro del Peru (Gold Museum),Museo Rafael Larco Herrera,Museo Santuarios Andinos (Museum of Andean Sanctuaries),Pisco,Plaza de Armas,Plaza Mayor and Plaza San Martin,Sacsayhuamán,Santa Catalina Monastery,The Colca Canyon,The Nazca Lines,The Sacred Valley (Urubamba River Valley),,"
"Hotel in Poland","Poland,,Gdansk,Krakow,Warsaw,,Auschwitz Memorial Museum,Bialowieza National Park,Bieszczady Mountains,Galicia Jewish Museum,Kazimierz District and the Old Synagogue,Main Market Square (Rynek Glówny),Malbork Castle,Museum of Warsaw,Old Town (Starego Miasta),Piwnica pod Baranami,Polish Poster Gallery,Sopot,The Royal Way,Wawel,Westerplatte,Wieliczka Salt Mine,,"
"Hotel in Portugal","Portugal,,Coimbra,Costa do Estoril,Faro,Funchal,Lisbon,Madeira,Porto,The Algarve,The Azores,,Alfama,Bairro Alto,Braganca,Calouste Gulbenkian Museum,Calouste Gulbenkian Planetarium,Castelo de Sao Jorge,Cristo Rei,Espinho,Evora,Fado Bars,Faial,Fatima,Flores,Frederico de Freitas Museum,Funchal Cathedral,Gaciosa,Guimaraes,Igreja de Sao Francisco,Jeronimos Monastery,Madeira Cable Car,Monument to the Discoveries,Museu de Marinha (Maritime Museum),Museu Nacional de Soares dos Reis,Oceanario de Lisboa (Lisbon Oceanarium),Pico,Porto Santo,Santa Maria,Sao Jorge,Sao Vicente Caves,Sé de Lisboa,Serra de Estrela,Setúbal,Sintra,Solar Vinho do Porto,Terceira,Tower of Belem,Tram 28,Vasco da Gama Aquarium,Vila do Conde,Vila Nova de Gaia,,"
"Hotel in Puerto Rico","Puerto Rico,,Fajardo,Ponce,San Juan,San Juan International,Bioluminescent Bay,Caribbean National Forest (El Yunque),Casa Bacardi Visitor Centre,Coffin Island,Culebra and Vieques,Fort San Felipe del Morro,Isla Verde,La Fortaleza,Las Cabezas de San Juan Nature Reserve,Mayaguez Zoo,Museo Castillo Serralles,Museo de Arte,Museum of Puerto Rico Music,Old San Juan,Ponce Art Museum,San Germán,,"
"Hotel in Romania","Romania,,Bucharest,Southern Bucovina,Transylvania,,Bran Castle,Brasov,National History Museum,Palace of Parliament,Peles Castle,Sighisoara,Stavropoleos Church and Monastery,The Village Museum,,"
"Hotel in Russia","Russia,,Kaliningrad Oblast,Moscow,Russian Far East,Sochi,St Petersburg,,Agura Waterfalls,Arkhangelskoye Palace,Bolshoi Opera and Ballet Theatre,Borodino Panorama Museum,Cathedral of Christ the Saviour,Dagomys,Dombai,Gelendzhik,Golden Ring,Krasnaya Polyana,Matsesta Spa,Moscow Metro,Nevsky Prospekt,Palace Square,Pavlovsk Palace,Peter and Paul Fortress,Poklonnaya Hill,Red Square,St Basils Cathedral,St Isaacs Cathedral,The Kremlin,The Winter Palace and the Hermitage Museum,Tretyakov Gallery,Tsarskoe Selo,Yasnaya Polyana,,"
"Hotel in Saudi Arabia","Saudi Arabia,,Dammam,Jeddah,Riyadh,,Al Murabba’a Historical Palace,Al Musmak Castle,City of old Diriyah,Kingdom Centre,Mecca,Souq Al Alawi,Taif,The National Museum,,"
"Hotel in Singapore","Singapore,,Singapore,Singapore Changi Airport,Asian Civilisations Museum,Bukit Timah Nature Reserve,Changi Museum,Chinatown,Chinese and Japanese Gardens,Gardens by the Bay,Geylang,Haw Par Villa,Jurong Birdpark,Kampong Gelam and Arab Street,Little India,Orchard Road,Pulau Ubin,Raffles Hotel,Sentosa Island,Singapore Art Museum,Singapore Botanical Gardens,Singapore Discovery Centre,Singapore Flyer,Singapore Zoological Gardens,Thian Hock Keng Temple,Universal Studios Singapore,,"
"Hotel in Slovenia","Slovenia,,Ljubljana,Ljubljana Joze Pucnik Airport,Cathedral of St Nicholas,Joze Plecnik House,Lake Bled,Ljubljana Castle,Ljubljana Zoo,National Museum of Slovenia,Postojna Cave,Tivoli Park,Triglav National Park,,"
"Hotel in South Africa","South Africa,,Battlefields,Bloemfontein,Cape Town,Cape Winelands,Durban,East London,Garden Route,Johannesburg,Kimberley,Kruger National Park,Mpumalanga,Oudtshoorn,Port Elizabeth,Pretoria,Transkei,West Coast,,Addo Elephant Park,Afrikaans Monument and Museum,Bayworld,Blood River/Ncome Heritage Site,Blyde River Canyon,Bo-Kaap,Cape Point,Cape Town Beaches,Cape Town Ostrich Ranch,Castle of Good Hope,Chapmans Peak,Coffee Bay,Constantia,Constitution Hill,Cradle of Humankind and Maropeng Visitor Centre,Darling,District Six Museum,Drakensberg Mountains,Durban Botanic Gardens,Francis Farewell Square,Franschhoek,Gold Reef City,Grahamstown,Greenmarket Square,Hector Pieterson Memorial Site and Museum,Hermanus,Huguenot Monument and Museum,Inkwenkwezi Game Reserve,Isandlwana Hill,iSimangaliso / St Lucia Wetland Park,Jeffreys Bay,Johannesburg Zoo,Juma Masjid Mosque,Kings Park,Kirstenbosch Botanical Gardens,Kruger National Park,KwaMuhle Museum,Ladysmith Siege Museum,Langebaan,Loftus Versfeld Stadium,Lost City,Lowveld National Botanical Garden,Market Square,Melville,Midlands Meander,Mini Town,Moses Mabhida Stadium,Mossel Bay,Muizenberg,Natal Sharks Board,National Zoological Gardens of South Africa,Natures Valley,Newtown Cultural Precinct,Nieu-Bethesda,Oliewenhuis Art Gallery,Paarl,Paternoster,Pilgrims Rest,Port St Johns,President Brand Street,Pretoria National Botanical Garden,Ratanga Junction,Richards Bay,Robben Island,Rorkes Drift,SAB World of Beer,Saldanha,Seal Island,Shamwari Game Reserve,Simonstown and Boulders Beach,South African Museum and Planetarium,Soweto,Spier Wine Estate,St Georges Cathedral,St Georges Park,Stellenbosch,Table Mountain,Tala Game Reserve,The Apartheid Museum,The BAT Centre,The Cederberg,The Golden Mile,Township Tours,Tsitsikamma National Park,Two Oceans Aquarium,Umgeni River Bird Park,Union Buildings,uShaka Marine World,Victoria & Alfred (V&A) Waterfront,Walter Sisulu National Botanical Gardens,Warmbaths,West Coast National Park,Wilderness,World of Birds and Monkey Park,Yzerfontein,Zululand Battlefields,,"
"Hotel in South Korea","South Korea,,Busan,Gyeongju,Seoul,,Beaches in Busan,Busan Aquarium,Changdeokgung,Everland,Galbi Restaurants,Gyeongbokgung,Hwaseong Fortress,Incheon,Insadong,Itaewon,Jeju Island,Jogyesa,Jongmyo Shrine,Korean DMZ,Lotte World,Namsan Park,,"
"Hotel in Spain","Spain,,Alicante,Barcelona,Bilbao,Costa Almeria,Costa Blanca,Costa Brava,Costa de la Luz,Costa del Sol,Costa Dorada,Fuerteventura,Gran Canaria,Ibiza,La Coruna,Lanzarote,Las Palmas,Madrid,Malaga,Mallorca,Minorca,Oviedo,Palma de Mallorca,Santiago de Compostela,Seville,Tenerife,Valencia,Vigo,,Alcazar of Seville,Alcudia (Old Town),Almeria City,Aqualand Gran Canaria,Aqualand Mallorca,Arrecife Museum of Contemporary Art,Arta,Arucas,Baku Water Park,Banyoles,Banys Arabs,Barcelona Aquarium,Barcelona Beaches,Barri Gotic,Beaches near Palma,Beaches on Fuerteventura,Betancuria,Bilbao City Hall,Cabo de Gata-Nijar Natural Park,Calan Porter,Casa de Colon,Castell dAlaro,Castell de Bellver,Castell de Santa Barbara,City of Arts and Science,Ciutadella de Menorca,Cova de Can Marca,Crypt of Saint Vicente,Cuenca,El Carmen,El Cotillo,El Raval,Elche,FC Barcelona Museum and Stadium,Ferreries,Figueres,Flamenco at Corral de la Moreria,Formentera,Fornells,Fuerteventura Oasis Park,Garachico,Garrotxa Nature Reserve,Gibraltar,Girona,Gran Canaria Golf,Granada and the Alhambra,Guell Park,Guggenheim Museum,Holiday World,Ibiza Old Town,Isla Tabarca,Joan Miro Foundation,Katmandu Park,La Cueva de los Verdes,La Oliva,La Orotava,La Pedrera (Casa Mila),La Rambla,La Sagrada Familia,La Salinas,La Seo Cathedral,Loro Parque,Madrid Zoo and Aquarium,Mahon,Maria Luisa Park,Marineland,Masca,Mijas,Minorca Beaches,Monastery of San Lorenzo de El Escorial,Monkey Park,Montblanc,Montjuic,Montserrat,Museo Canario,Museo dArt Espanyol Contemporani,Museo de Arte Contemporaneo de Alicante,Museo de Bellas Artes,Museo Provincial de Bellas Artes de Sevilla,Museo Vasco,Museum of Contemporary Art,National Archaeological Museum of Spain,Naveta des Tudons,Nerja,Palau de lAlmudaina,Palmitos Park,Pamplona,Parc de La Ciutadella,Parque de Atracciones,Parque de los Cocodrilo,Parque del Buen Retiro,Parque Natural de Bardenas Reales,Picasso Museum,Piramides de Guimar,Plaza de la Virgen,Plaza Mayor,Poble Espanyol,Pollensa,PortAventura Theme Park,Pueblo Canario,Puerta del Sol,Puerto del Rosario,Reina Sofia National Art Centre Museum,Ronda,Royal Botanic Garden,Royal Palace,Safari Park,Salvador Dali Museum House,San Antonio de la Florida,San Sebastian,Santa Cruz,Santa Eulalia del Rio,Santillana del Mar,Santuari de Lluc,Segovia,Seville Cathedral,Sherry Bodegas,Siam Park,Silk Exchange (Lonja de la Seda),Soller,Sorolla Museum,Tabernas,Tarragona,Teide National Park,Tenerife Beaches,Terra Mitica,The Cactus Garden,The Ibiza Express,The Medes Islands,The Prado,Thyssen-Bornemisza Museum,Tibidabo,Timanfaya National Park,Toledo,Tossa de Mar,Valencia Cathedral,Valldemossa,Vitoria-Gasteiz,,"
"Best Deal Hotel in Sri Lanka","Sri Lanka,,Colombo,Cultural Triangle,Matara,Colombo Airport,Adams Peak,Anuradhapura,Beaches,Colombo National Museum,Colombo Zoological Gardens,Dambulla Cave Temples,Galle,Horton Plains National Park and Worlds End,Kandy,Pettah,Pinnawela Elephant Orphanage,Sigiriya,Trincomalee,Wewurukannala Temple,Yala National Park,,"
"Hotel in Sweden","Sweden,,Gothenburg,Kiruna,Malmo,Stockholm,Uppsala,,Elfsborg Fortress,Gamla Uppsala,Göta Canal,Göteborg Botanical Garden,Gothenburg Archipelago,Gotland,Gröna Lund,Linnaeus Garden and Museum,Liseberg Amusement Park,Museum of National Antiquities,Royal Djurgården,Royal Palace and Gamla Stan,Royal Warship Vasa,Sala Silver Mine,Skansen,Stockholm Archipelago,Stockholm City Hall,Uppsala Cathedral,,"
"Hotel in Switzerland","Switzerland,,Basel,Bernese Oberland,Geneva,Luzern,Swiss Alps,Zurich,,Aquaparc,Barbier-Mueller Museum,Bern,Centre Le Corbusier,Château de Chillon,Crans-Montana,Fraumünster Church,Glacier Express,Grindelwald,Interlaken,International Red Cross and Red Crescent Museum,Jet dEau,Kunsthaus Zurich (Fine Arts Museum),Lake Geneva (Lac Léman),Lausanne,Leysin,Musée dHistorie Naturelle,Museum of Art and History,Museum of Design Zurich,Museum of Modern and Contemporary Art,Niederdorf,Palais des Nations (United Nations),Patek Philippe Museum,Place Neuve,Polybahn and Rigiblick Funiculars,Public Parks,St Peters Cathedral,Swiss Alps,Swiss National Museum,Veysonnaz,Zurich Zoo,,"
"Hotel in Taiwan","Taiwan,,Taipei,,Chiang Kai-shek Memorial Park,Longshan Temple,National Palace Museum,Shilin Night Market,Taipei 101,Taipei Zoo,,"
"Hotel in Thailand","Thailand,,Bangkok,Chiang Mai,Chiang Rai,Isaan,Phuket,The Coast,,Ayutthaya,Bangkok Butterfly Garden and Insectarium,Bangkok Children’s Discovery Museum,Bangkok National Museum,Bhubing Palace,Chatuchak Market,Chiang Mai City Arts and Cultural Center,Chiang Mai Temples,Chiang Mai Zoo,Chiang Rai Temples,Damnoen Saduak Floating Market,Doi Suthep,Doi Tung Royal Villa,Dokmai Garden,Dusit Zoo,Hilltribe Museum and Education Centre,Jim Thompson’s House,Kanchanaburi,Koh Samet,Koh Yao Islands,Lisu Hill-Tribe Display,Lopburi Monkey Temple,Mae Sa Waterfall,Maesa Elephant Camp,Muay Thai,Museum of Insects and Natural Wonders,Pai,Phang Nga Bay,Phuket Beaches,Queen Sirikit Botanic Garden,Royal Barges National Museum,Royal Grand Palace,Siam Ocean World,Similan Islands National Park,Snake Farm (Thai Red Cross Farm),Temple of the Golden Buddha (Wat Traimit),Temple of the Reclining Buddha (Wat Pho),Thalang National Museum,Tiger Temple,Vimanmek Mansion Museum,Wat Benchamabophit (The Marble Temple),Wat Chalong Buddhist Temple,Wat Suthat and the Giant Swing,,"
"Hotel in Turkey","Turkey,,Aegean Coast,Ankara,Cappadocia,Istanbul,Mediterranean Coast,,Ancient Troy,Anitkabir,Blue Mosque (Sultan Ahmet Camii),Covered Bazaar (Kapali Çarsi),Discovery Sphere Planetarium,Dolmabahce Palace,Ephesus,Ethnographic Museum,Galata Tower,Goreme,Goreme Open-Air Museum,Hagia Sophia (Aya Sofya),Hippodrome,Istanbul Dolphinarium,Mount Ararat,Museum of Anatolian Civilizations,Museum of the History of Science and Technology,Natural History Museum,Pamukkale,Sunken Palace,Temple of Augustus,Topkapi Palace Museum,Turkish and Islamic Art Museum,Underground Cities of Cappadocia,,"
"Hotel in United Arab Emirates","United Arab Emirates,,Abu Dhabi,Al Ain,Dubai,Sharjah,,Al Hosn Palace (White Fort),Al Nasr Leisureland,Bastakiya,Bateaux Dubai Dinner Cruise,Bowling, Paintball and Table Tennis,Camel Racing,Childrens City,Creekside Park,Desert Safari,Dubai Aquarium & Underwater Zoo,Dubai Creek,Dubai Dolphinarium,Dubai Mall,Dubai Museum,Dubai Souks,Ferrari World,Grand Mosque,Hatta,Heritage Village,Hili Fun City,Hiltonia Beach Club,Jumeirah Beach Park,Jumeirah Mosque,Kish,Liwa Oasis,Marina Mall Fun City,Musandam,Sharjah Desert Park,Sharjah Heritage District,Sheikh Saeed Al-Maktoum Museum,Ski Dubai,Wild Wadi,Wonderland,,"
"Hotel in United Kingdom","United Kingdom,,Aberdeen,Alderney,Bath,Belfast,Birmingham,Brecon Beacons,Brighton,Bristol,Cambridge,Cardiff,Durham,East Anglia,Edinburgh,Glasgow,Guernsey,Inverness,Islay,Isle of Arran,Isle of Mull,Isle of Wight,Jersey,Leeds,Liverpool,Llandudno,London,Manchester,Newcastle-Upon-Tyne,Northern Wales,Nottingham,Outer Hebrides,Oxford,Plymouth,Sark,Southwest England,Swansea,Tenby,The Cotswolds,The Highlands,The Lake District,York,,Abbey House Museum,Abbey Road Studios,Aberdeen Art Gallery,Aberdeen Maritime Museum,Aberystwyth,Alton Towers,Armley Mills Industrial Museum,Arthurs Seat,Ashmolean Museum,Avon Valley Adventure and Wildlife Park,Balmoral Castle,Balti Triangle,BALTIC Centre for Contemporary Art,Barber Institute of Fine Arts,Beatles Story Experience,Belfast Botanic Gardens and the Ulster Museum,Belfast Zoo,Ben Nevis,Berkeley Castle,Big Ben and the Houses of Parliament,Birmingham Museum and Art Gallery,Blickling Estate,Bodleian Library,Borough Market,Bridgewater Hall,Brig o Balgownie,Brighton Lanes,Brighton Palace Pier,Bristol Cathedral,Bristol City Museum and Art Gallery,Bristol Zoo and Garden,British Museum,Buckingham Palace and the Queens Gallery,Building of Bath Museum,Burrell Collection,Caernarfon,Camden Market,Canterbury,Cardiff Castle,Carfax Tower,Carrick-a-Rede Rope Bridge,Castle Howard,Castle Keep and New Castle,Castlerigg Stone Circle,Cathedral Quarter,Chatsworth House,Cheddar Gorge,Chessington World of Adventures,Christchurch Picture Gallery,Church of St Mary the Great,City of Caves,Cresswell Crags,Crook Hall,Dan-yr-Ogof Caves,Dove Cottage and the William Wordsworth Museum,Drayton Manor Theme Park,Ducal Mansion (Nottingham Castle),Dumfries,Dundee,Durham Castle,Durham Cathedral,Durham Heritage Centre,Duthie Park,Edinburgh Castle,Edinburgh Dungeon,Edinburgh Festival Theatre,Edinburgh Zoo,Falkirk Wheel,Fashion Museum,Fort William,Fowlers Yard Creative Workspaces,Gallery of Modern Art,Giants Causeway,Giants Ring,Glasgow Cathedral,Glasgow Science Centre,Gloucester,Gower Peninsula,Greenwich,Grizedale Forest,Hadrians Wall,Hamleys,Hampton Court Palace,Harrods,Hay-on-Wye,Herschel Museum of Astronomy,Hill Top,Holker Estate,Holkham Hall,Holyhead,Imperial War Museum,Isle of Skye,Jane Austen Centre,Jorvik Viking Centre,Kelvingrove Art Gallery and Museum,Kettles Yard,Kings College Chapel,Leeds Art Gallery,Leeds Castle,Llandaff Cathedral,Loch Ness,London Dungeons,London Eye,London Science Museum,London Zoo,Longleat,Madame Tussauds,Malt Whisky Trail,Merseyside Maritime Museum,Museum of Edinburgh,Museum of Science and Industry,National Gallery,National Gallery of Scotland,Natural History Museum,Norfolk Broads,Northern Highlands,Norwich,Old Trafford,Our Dynamic Earth,Oxford Botanic Gardens,Palace of Holyrood House,Peak District,Pembrokeshire Coast National Park,Penzance,Piccadilly Circus,Portmeirion,Roman Baths,Rosslyn Chapel,Royal Armouries Museum,Royal Botanic Garden,Royal Mile,Royal Pavilion,Royal Yacht Britannia,Salisbury Cathedral,Scotch Whisky Experience,Selfridges Store,Shakespeares Globe Theatre,Sherwood Forest,Snowdonia National Park,Speakers Corner at Hyde Park,Speke Hall,St Andrews,St Annes Cathedral,St Fagans National History Museum,St Georges Market,St Pauls Cathedral,Stirling Castle,Stonehenge,Stratford-Upon-Avon,Sudeley Castle,Tate Liverpool,Tate Modern,Thackray Museum,The Eden Project,The Fitzwilliam Museum,The Museum of Childhood,The Sedgwick Museum of Earth Sciences,Tintern Abbey,Tower Bridge,Tower of London,Ulster American Folk Park,University of Cambridge,Victoria and Albert Museum,Wales Millennium Centre,Warwick Castle,West End Shows,Westminster Abbey,Windermere,Windsor Castle,York Dungeons,York Minster,,"
"Hotel in Vatican City","Vatican City,,,,,,"
"Hotel in Vietnam","Vietnam,,Da Lat,Da Nang,Hanoi,Ho Chi Minh City,Hoi An,Hue,Nha Trang,Phu Quoc,,Ben Thanh Market,Cat Ba island,Cholon,Cu Chi Tunnels,Dam Sen Water Park,DMZ (Demilitarised Zone) and Vinh Moc,Halong Bay,Ho Chi Minh’s Mausoleum,Mekong Delta,Mui Ne,Old Quarter,One Pillar Pagoda,Pham Ngu Lau,Royal Tombs,Sa Pa and Bac Ha,Temple of Literature (Van Mieu),The Citadel,The Perfume River,War Remnants Museum,,"
"Hotel in Zimbabwe","Zimbabwe,,Bulawayo,Harare,Kariba,Victoria Falls,,Devils Pool,National Parks,Victoria Falls,,"
"Hotel in Bermuda","Bermuda,,Hamilton,Saint George,Bermuda International Airport,Bermuda Railway Trail,Botanical Gardens,Crystal Caves,Fort Hamilton,Fort St Catherine,Harrington Sound,Kings Square,Somers Garden,Somers Wharf,St Peters Church,,"
"Hotel in Canada","Canada,,Calgary,Canadian Rocky Mountains,Charlottetown,Edmonton,Halifax,Lake Superior and Thunder Bay,Montreal,Ottawa,Quebec City,Regina,Ski Resorts,St Johns,Thunder Bay,Toronto,Vancouver,Vancouver Island,Whitehorse,Winnipeg,Yellowknife,,Amethyst Mine,Banff,Battlefields Park (Plains of Abraham),British Columbia Parliament Buildings,Butchart Gardens,Calaway Park,Calgary Tower,Calgary Zoo,Canada Olympic Park,Canadian Museum of Civilisation,Capilano Suspension Bridge,Casa Loma,Chinatown,Citadel,CN Tower,Columbia Icefields,Commercial Drive,Confederation Centre for the Arts,Confederation Trail,Distillery Historic District,Fairmont Empress Hotel,Fort Calgary,Fortifications,Founders Hall,Funicular,Gardiner Museum of Ceramics,Gastown,Gatineau Park,Glenbow Museum,Granville Island,Greater Vancouver Zoo,Green Gables House,Grouse Mountain,Gulf Islands,Harbourfront Centre,Head-Smashed-In Buffalo Jump,Heritage Park Historical Village,High Park,Hockey Hall of Fame,Jasper,Jungle Cat World Wildlife Park,Kensington Market,Klondike,Kluane National Park,Lake Superior,LÎle dOrléans,Lonsdale Quay,Lower Town (Basse-Ville),Maritime Museum of the Atlantic,Memory Lane Heritage Village,Montmorency Falls Park,Montreal Botanical Garden,Montreal Museum of Fine Arts,Moraine Lake,Muktuk Adventures,Museum of Anthropology,Museum of Contemporary Canadian Art,Niagara Falls,Old Fort William,Old Port of Montreal,Olympic Park,Othello Tunnels,Paramount Canadas Wonderland,Parliament Buildings,Parliament Hill,Place Royale,Queen Elizabeth Park,Royal Ontario Museum,San Juan Islands,Sleeping Giant Provincial Park,St Joseph’s Oratory,Stanley Park,Toronto Islands,Toronto Zoo,Vancouver Aquarium Marine Science Centre,Vancouver Art Gallery,Vancouver Lookout at the Harbour Centre,VanDusen Botanical Garden,,"
"Hotel in Mexico","Mexico,,Baja California,Cancun,Guadalajara,Mexico City,Oaxaca,Pacific Coast,San Cristobal de las Casas,San Miguel de Allende,The Copper Canyon,Tijuana,Yucatan Peninsula,,Cancun Beaches,Chichen Itza,El Zocalo,Guanajuato,Isla Mujeres,Museo Maya,Palenque,San Angel,San Juan Chamula and Zinacantan villages,Santo Domingo,Templo Mayor,Teotihuacan,Wet n Wild Cancun,Zona Rosa,,"
